28.40520591,77.1207446
28.49444542,77.27564341
28.71195847,77.038238
28.54725196,77.47263208
28.47322396,77.32192754
28.78965676,77.41970521
28.41413354,77.13936762
28.6749053,77.48371926
28.57431843,77.42865768
28.58660787,77.06986468
28.75101893,77.37326975
28.50983086,77.2957898
28.74470339,77.005532
28.60654137,77.20685259
28.38360286,77.21640436
28.63961835,77.15360572
28.7855102,77.01587766
28.74147908,76.96992502
28.67519894,77.26913628
28.52818596,77.02518419
28.52815473,77.43895741
28.62754046,77.01734761
28.64102149,77.33613558
28.78958335,77.29973682
28.79578191,77.20690715
28.45496117,77.38810071
28.65309654,77.29229811
28.61872414,77.12194515
28.64262111,77.46827904
28.79833876,77.29516056
28.86433568,77.13478752
28.50091659,77.16536068
28.61108373,77.16087127
28.76898721,77.27419479
28.6658115,76.93966869
28.41979107,77.13020794
28.48399816,77.25067435
28.83636425,77.07794456
28.87133294,77.20993303
28.58986623,77.27513055
28.60028296,76.95896164
28.54441845,77.30245651
28.64279085,77.37927976
28.62188718,77.07860781
28.83378945,77.33576853
28.71307931,77.43902311
28.64523552,77.43675564
28.48997164,77.22970362
28.50902519,77.18348752
28.54966448,77.01079197
28.86955845,77.15559062
28.80909385,77.14922194
28.65362713,77.01093847
28.77942403,77.42453229
28.80713169,77.10948488
28.6429415,77.03506314
28.70579486,77.12304625
28.4739527,76.99680886
28.60064678,76.90956197
28.46419784,77.14445925
28.4005546,77.32150715
28.4816885,76.9533366
28.41403688,77.13067599
28.82504476,77.23639553
28.77418558,77.07876377
28.44700714,77.44972756
28.50998701,77.08695708
28.4318059,77.14204859
28.76539296,77.05482265
28.45387886,76.99795007
28.42078185,77.31914537
28.51824553,77.24445392
28.77504483,77.15941378
28.44376277,77.32319948
28.7079639,77.30917528
28.69129353,77.42937651
28.72443277,77.48565181
28.69190053,77.41912301
28.56559562,77.11975775
28.46000456,77.36654932
28.36089044,77.16531821
28.62610221,77.1918897
28.6202884,77.08102838
28.87893549,77.22089793
28.84877588,77.15543167
28.61931942,77.26029207
28.7477793,77.24943178
28.76187427,77.38011841
28.79826116,77.0864604
28.73006079,77.04098884
28.69411752,77.22480664
28.59576899,77.43733346
28.57932806,77.14399591
28.76209131,77.23328083
28.55180761,77.31938175
28.61406479,77.17256193
28.65931133,77.26264075
28.798708,77.16698343
28.5108287,77.08054714
28.42048605,77.18957764
28.84739364,77.06310852
28.76718129,77.17197488
28.40728406,77.26045032
28.76169685,77.01252764
28.78274997,77.33253988
28.44011444,77.44208734
28.71329455,77.42903442
28.58027519,76.91977207
28.59133297,77.1530329
28.59859402,77.09544015
28.57628193,76.96426231
28.38098013,77.21517402
28.4584003,77.16602292
28.60125084,77.26480935
28.6246254,77.11716437
28.7525407,77.02181572
28.69281793,77.08497786
28.47209157,77.07140971
28.44920347,76.9839097
28.75600435,77.23833503
28.51595643,77.38090407
28.57276458,76.99850773
28.73072705,77.17974238
28.54997341,77.48132824
28.72864436,77.0662838
28.63281236,77.19617173
28.76288699,77.11407621
28.56960607,77.31403393
28.52669155,77.06285196
28.52547185,77.36628477
28.46027642,77.3013448
28.60005253,77.36971427
28.53164132,77.21727239
28.63791828,76.94530392
28.59822079,77.15800014
28.39726899,77.23121919
28.63021209,77.31392603
28.62917194,77.02912248
28.46618366,77.3326762
28.61530635,77.40568173
28.76181878,77.19729494
28.36011484,77.24470773
28.46159107,77.46209308
28.81478181,77.12730791
28.77025214,77.10168641
28.68232997,77.39880575
28.6795715,77.17008961
28.63512208,77.28372965
28.39410378,77.09004343
28.44631205,77.21483354
28.55549044,77.44143506
28.73266128,77.2688443
28.85311728,77.18607783
28.70585745,77.02072897
28.70695521,77.41663951
28.43792833,77.2986966
